"id","type","level","title","description","speakers","venue","dayTime","services","tags","url"
"CNS209","Lightning talk","200","Simplify backup for stateful Amazon EKS workloads","Protecting persistent data in Amazon EKS environments presents unique challenges. This lightning talk demonstrates practical approaches for backing up stateful workloads using AWS services. Learn how to configure backup policies for persistent storage used by containerized applications, automate protection schedules, and establish efficient restoration workflows. Discover strategies to enhance data protection and simplify management while maintaining a fully AWS-native infrastructure. This demonstration is ideal for teams looking to optimize their Amazon EKS backup strategies using AWS services.","","Mandalay Bay","Thursday 12:00 - 12:20","Amazon Elastic Kubernetes Service (Amazon EKS)","Data Protection; Resilience; Kubernetes; Artificial Intelligence; Cloud Operations; Serverless & Containers; Developer / Engineer; IT Professional / Technical Manager; Solution / Systems Architect; Lecture-style","https://registration.awsevents.com/flow/awsevents/reinvent2025/event-catalog/page/eventCatalog/session/1753399810426001KsBX"
"DVT220","Breakout session","200","Simplify development workflows with agentic capabilities","Amazon Q Developer's agentic coding experience transforms how developers build software. By using natural language understanding, Q Developer can intelligently perform multi-step tasks that go beyond code generation with minimal human intervention by automatically reading project files to build context, generating code diffs, and running shell commands. Join this session to discover how the new agentic coding experience helps developers go from planning to getting new features in front of customers even faster.","Al Destefano; Svetlana Kolomeyskaya; John Almasan","Mandalay Bay","Thursday 14:30 - 15:30","Amazon Q Developer","Agentic AI; DevOps; Artificial Intelligence; Developer Tools; Developer / Engineer; DevOps Engineer; Lecture-style","https://registration.awsevents.com/flow/awsevents/reinvent2025/event-catalog/page/eventCatalog/session/1753399785649001KY5t"
"MAM107","Lightning talk",,"Simplify discovery and deployment of software with AWS Marketplace","Discover how AWS Marketplace simplifies access to third-party software and tools across your entire infrastructure. In this session, explore the diverse delivery methods AWS Marketplace offers, including SaaS solutions, Amazon Machine Images (AMIs), containerized applications, and API-based agents. Learn how to efficiently discover products available globally, select flexible pricing models that fit your needs, and streamline spend management across your organization. See firsthand how AWS Marketplace accelerates your modernization and migration initiatives by providing enterprise-ready solutions exactly where and when you need them.","","Venetian","Thursday 12:00 - 12:20","AWS Marketplace","Innovation & Transformation; DevSecOps; DevOps; Migration & Modernization; IT Executive; IT Professional / Technical Manager; Solution / Systems Architect; Lecture-style","https://registration.awsevents.com/flow/awsevents/reinvent2025/event-catalog/page/eventCatalog/session/1753399802364001KcXj"
"IND324","Chalk talk","300","Simplify fraud investigation with Strands Agents and Amazon Nova Sonic","Fraud detection is evolving with AI agents and voice interfaces to make investigation more intuitive and effective. This session demonstrates how financial institutions can leverage AI agents to autonomously analyze complex fraud patterns while streamlining user interactions through voice interfaces. Explore how Strands Agents simplifies building voice-based detection solutions to identify fraudulent activities and fraud rings through pattern recognition and relationship mapping using Amazon Neptune and Amazon Nova Sonic. Attendees will learn how AI agents can break down complex workflows, access fraud detection tools, and adapt their actions based on context and memory.","Ruben Afonso; Patrik Nagel","Caesars Forum","Wednesday 10:00 - 11:00","","Business Intelligence; Agentic AI; Threat Intelligence; Artificial Intelligence; Industry Solutions; Developer / Engineer; IT Professional / Technical Manager; Solution / Systems Architect; Financial Services; Digital Native Business; Interactive","https://registration.awsevents.com/flow/awsevents/reinvent2025/event-catalog/page/eventCatalog/session/1753381069262001lx3z"
"STG332","Chalk talk","300","Simplify secure file sharing with Transfer Family no-code web apps","Traditional file transfer solutions often require complex client software, custom scripts, or technical expertise, creating barriers for business users who need to share data. Learn how AWS Transfer Family's web apps enable secure, browser-based file transfers that automatically trigger your data processing workflows. In this session, we'll show you how to build automated pipelines that process files as soon as they're uploaded, while maintaining enterprise-grade security through flexible authentication options for internal and external users. You'll discover how to use Transfer Family web apps to streamline file ingestion, kick off data validations, and orchestrate downstream processing... starting with a simple drag-and-drop interface for your end users.","Madhukumar Adavi; Emma Harrison","MGM","Tuesday 14:30 - 15:30","AWS Transfer Family","Application Security; Global Infrastructure; Automation; Migration & Modernization; Storage; Developer / Engineer; IT Professional / Technical Manager; Solution / Systems Architect; Interactive","https://registration.awsevents.com/flow/awsevents/reinvent2025/event-catalog/page/eventCatalog/session/1753399814164001KF2t"
"DEV321","Builders' session","300","Simplify serverless testing using Amazon Q Developer","In this builders' session, discover how Amazon Q Developer streamlines testing for serverless workflows. Starting with an AWS Step Functions state machine and storage integration, use agentic AI and specification-driven development to generate unit and integration tests. Explore validation of input and output payloads, error handling, and state transitions, all guided by Amazon Q Developer. You'll leave with a tested workflow and a repeatable approach for scaling best practices across serverless applications.","Sara Gerion; Rajesh Kumar Pandey","Mandalay Bay","Wednesday 11:30 - 12:30","AWS Step Functions; Amazon Q Developer","Agentic AI; DevOps; Serverless; Developer Tools; Serverless & Containers; Developer / Engineer; DevOps Engineer; Tech Explorer; Developer Community; Hands-on; Interactive","https://registration.awsevents.com/flow/awsevents/reinvent2025/event-catalog/page/eventCatalog/session/1755218737853001qxC6"
"ISV301","Builders' session","300","Simplify Tenant Authorization with Cedar and Amazon Verified Permissions","Enterprise customers demand customizable authorization controls in multi-tenant SaaS applications, making tenant isolation and security policies a critical challenge for ISVs. Learn how ISVs implement fine-grained authorization while maintaining a unified codebase using Cedar policies and Amazon Verified Permissions. Working directly with an AWS expert, you'll build tenant-aware authorization supporting complex enterprise requirements - like custom roles, delegated administration, and tenant-specific security policies - all while keeping authorization logic separate from application code.","Owen Hawkins; Abhishek Panday; Jason Patterson; Emanuel Scirlet; Edward Sun","Caesars Forum","Monday 15:00 - 16:00","Amazon Verified Permissions","Application Security; SaaS; Identity & Access Management; Open Source; Security & Identity; Cloud Security Specialist; DevOps Engineer; Solution / Systems Architect; Software & Internet; Digital Native Business; Hands-on; Interactive","https://registration.awsevents.com/flow/awsevents/reinvent2025/event-catalog/page/eventCatalog/session/1753651205349001hgRQ"
"ANT417","Workshop","400","Simplifying data interoperability with the lakehouse architecture on AWS","Apache Iceberg is designed for interoperability across compute engines without the need for data duplication or format conversions. Amazon SageMaker's lakehouse architecture simplifies data interoperability through its shared metadata capabilities and support for the REST API specification. The lakehouse architecture delivers the flexibility to access and query your data, stored across Amazon S3 data lakes and Amazon Redshift. In this session, we will explore how Amazon S3 Tables and  Apache Iceberg come together to build an open lakehouse architecture that seamlessly works with multiple compute engines on AWS.","Erika Nagamine; Diego Ortiz","MGM","Monday 12:00 - 14:00","Amazon SageMaker; Amazon SageMaker AI","Analytics; Data Engineer; Data Scientist; Developer / Engineer; Hands-on; Interactive","https://registration.awsevents.com/flow/awsevents/reinvent2025/event-catalog/page/eventCatalog/session/1753399549058001Tc3Z"
"NET305","Workshop","300","Simplifying Multi-Tenant SaaS Delivery with CloudFront","Join this hands-on workshop to master Amazon CloudFront SaaS Manager, the fully managed solution for multi-tenant CDN operations. You'll configure and deploy SaaS-enabled distributions, onboard and isolate tenants, and apply custom domain mappings - all through guided labs. Learn to automate tenant provisioning, enforce security controls, and monitor performance and usage metrics in real time. By the end of the session, you'll have practical experience streamlining your SaaS delivery workflows and accelerating application rollout. Bring your laptop and get ready to build!","RISHU GUPTA; Derek Ziehl","MGM","Wednesday 13:00 - 15:00","","Networking & Content Delivery; Hands-on; Interactive","https://registration.awsevents.com/flow/awsevents/reinvent2025/event-catalog/page/eventCatalog/session/1753381055916001lNxI"
"HMC323","Lightning talk","300","Simplifying multicloud developer experience, feat. Macquarie","Developing applications across multiple clouds creates unique challenges: fragmented tooling across cloud providers and complex environment-specific configurations. Macquarie Group simplified their developer experience by creating a Developer Environments as Code platform that provides a unified development experience across all cloud environments. This internal solution combines enterprise security and developer flexibility, enabling teams to use their preferred IDEs while maintaining organizational standards. Additionally, it reduces environment setup from days to minutes and ensures consistent deployments across multicloud environments.","Shankar Ramachandran; Brent Burgess; Jason Poley","Mandalay Bay","Wednesday 11:30 - 11:50","","Management & Governance; Containers; DevOps; Developer Tools; Lecture-style","https://registration.awsevents.com/flow/awsevents/reinvent2025/event-catalog/page/eventCatalog/session/1753399790243001KCFl"
"API323","Lightning talk","300","Simplifying orchestrations with JSONata and AWS Step Functions","Learn how to transform your workflows with AWS Step Functions and JSONata. This session demonstrates how to simplify your orchestrations and perform sophisticated data transformations directly within your state machines without additional AWS Lambda functions or compute resources. Through live examples, discover how this approach reduces costs and optimizes resource utilization.","ISHITA CHAKRABORTY","Mandalay Bay","Wednesday 16:30 - 16:50","AWS Step Functions","Cost Optimization; Serverless; Application Integration; Developer / Engineer; IT Professional / Technical Manager; Solution / Systems Architect; Lecture-style","https://registration.awsevents.com/flow/awsevents/reinvent2025/event-catalog/page/eventCatalog/session/1753399770290001K0ku"
"COP316","Builders' session","300","Simplifying security and operations through smart resource tracking","In today's growing AWS environments, organizations need to maintain clear visibility and control over their cloud resources. This session demonstrates how to gain deeper visibility into your AWS environments by combining AWS CloudTrail Lake event enrichment with strategic resource tagging. Through guided exercises, learn how to implement automated workflows and meaningful dashboards that enhance security investigations and compliance auditing. Discover practical techniques for improving resource management across your organization.","Phani Lingamallu; Anjani Reddy; Babu Samayapuram Suthanthira Raju; Mitsuaki Tsugo","MGM","Monday 10:30 - 11:30","Amazon CloudWatch; AWS CloudTrail; AWS CloudTrail Lake","Management & Governance; Monitoring & Observability; Cloud Operations; DevOps Engineer; IT Professional / Technical Manager; Solution / Systems Architect; Hands-on; Interactive","https://registration.awsevents.com/flow/awsevents/reinvent2025/event-catalog/page/eventCatalog/session/1753381047976001lMwE"
"AIM3309","Breakout session","300","Slack securely powers internal AI dev tools with Bedrock and Strands","Slack drove 86% developer adoption across 1,000+ engineers by tackling AI operational complexity head-on. Learn how they built resilient infrastructure with Claude models on Amazon Bedrock and integrated Strands Agents to eliminate toil, scale model lifecycle management, and enforce reliability automatically. Strands Agents handle deployments, surface anomalies, trigger rollbacks, and continuously optimize pipelines, freeing engineers to focus on product work while Claude Code complements with autonomous code generation, issue triage, and self-healing playbooks. Slack also utilizes Bedrock features like prompt caching, Knowledge Bases and Guardrails to help turn security and compliance into advantages while shrinking the mean time to resolution.","Prashanth Ganapathy; Mani Kaur","Venetian","Monday 10:00 - 11:00","Amazon Bedrock","Generative AI; Machine Learning; Artificial Intelligence; Business Applications; Business Executive; Developer / Engineer; IT Professional / Technical Manager; Financial Services; Software & Internet; Developer Community; Lecture-style","https://registration.awsevents.com/flow/awsevents/reinvent2025/event-catalog/page/eventCatalog/session/1753399773040001K7fC"
"DAT325","Breakout session","300","Slash costs & get AI-ready with RDS for SQL Server & Oracle workloads","Discover how leading enterprises are leveraging 15+ years of Amazon RDS operational excellence to power their SQL Server and Oracle databases in the cloud, achieving substantial cost reductions while positioning themselves for AI innovation. In this session, explore features across Amazon RDS for SQL Server and Oracle that help reduce license spend, enhance scalability, and streamline database management. Learn how integrations with the latest AWS analytics and AI services can help you accelerate AI adoption. Through real-world cost optimization techniques and architectural best practices, learn how organizations are reducing operational overhead while maintaining enterprise security and performance.","Chayan Biswas","MGM","Monday 09:00 - 10:00","Amazon Relational Database Service (Amazon RDS)","Microsoft & .NET; Oracle; Cost Optimization; Artificial Intelligence; Databases; Developer / Engineer; IT Professional / Technical Manager; Solution / Systems Architect; Lecture-style","https://registration.awsevents.com/flow/awsevents/reinvent2025/event-catalog/page/eventCatalog/session/1753399781549001K9GL"
"SMB206","Lightning talk","200","Slickdeals' AI-powered deal discovery with Amazon Sagemaker","Discover how Slickdeals transformed from a heuristics-based platform to an AI-powered deal discovery engine using Amazon SageMaker. Learn how this e-commerce leader, which has saved shoppers over $10 billion, implemented five critical ML use cases including content summarization, deal personalization, and intelligent recommendations. We'll dive into their journey of modernizing their search and personalization algorithms, achieving enhanced user experiences for millions of shoppers. Join us to explore their ML implementation strategy, current results, and future optimization plans for peak shopping periods.","Mike Lively","Mandalay Bay","Thursday 17:00 - 17:20","Amazon SageMaker; Amazon SageMaker AI","Artificial Intelligence; Business Executive; Retail & Consumer Goods; Small & Medium Business; Lecture-style","https://registration.awsevents.com/flow/awsevents/reinvent2025/event-catalog/page/eventCatalog/session/1755044544655001pswr"
"AIM415","Workshop","400","Smart agents meet documents: Building next-gen IDP architectures","Discover how agentic AI accelerates intelligent document processing. Build powerful autonomous systems that understand and extract data from complex documents using Bedrock Data Automation (BDA), Strands Agents SDK, and Amazon Nova models. Through practical exercises, attendees will design AI agents capable of handling multi-format documents, making contextual decisions, and orchestrating end-to-end workflows. We'll cover key architectural patterns, integration strategies, and real-world implementation challenges for use-cases such as insurance claims processing, mortgage document analysis and more. Perfect for developers, architects, and product managers looking to transform their document processing capabilities with intelligent automation.","Keith Mascarenhas; Wrick Talukdar","Venetian","Thursday 12:30 - 14:30","","Agentic AI; Artificial Intelligence; Hands-on; Interactive","https://registration.awsevents.com/flow/awsevents/reinvent2025/event-catalog/page/eventCatalog/session/1753399775522001Kazv"
"WPS309","Builders' session","300","Smart Alerts, Smarter Workflows: The Amazon Connect Edge","Explore how to leverage Amazon Connect to trigger voice calls and alerts in response to specific critical events or actions, enabling automated emergency notifications or the integration of manual human steps within your business processes. Learn how to seamlessly incorporate Amazon Connect into your workflow automation and process management strategies and move fast to resolve issues during ""moments of truth"".","Bobby Abedeen; DJ Kulkarni; James Levine; Sneha Sarkate; Siva Thangavel","Caesars Forum","Tuesday 16:00 - 17:00","","Business Executive; Entrepreneur (Founder/Co-Founder); IT Executive; Government; Manufacturing & Industrial; Travel & Hospitality; Public Sector; Hands-on; Interactive","https://registration.awsevents.com/flow/awsevents/reinvent2025/event-catalog/page/eventCatalog/session/1753399804718001KiAR"
"IND325","Builders' session","300","Smart Clinical Documentation: Kiro & AWS HealthScribe","Join us as we explore how Kiro transforms healthcare application development through AI-assisted coding. In this workshop, you'll learn how to enhance AWS HealthScribe's ambient clinical intelligence capabilities by building advanced features that streamline the documentation process for clinicians. You'll discover how Kiro's vibe coding approach allows developers to rapidly implement medical named entity recognition, customizable note formats, and audio-text correlation features. Through hands-on development, you'll experience how Kiro helps healthcare developers build sophisticated clinical documentation tools that save clinician time, improve accuracy, and enhance the patient-provider experience.","Mohit Gadkari; Chris Haddad; Nishant Karve; Subha Venugopal; Breanne Warner","MGM","Tuesday 13:30 - 14:30","","Automation; Agentic AI; Artificial Intelligence; Industry Solutions; Developer / Engineer; IT Professional / Technical Manager; Solution / Systems Architect; Government; Healthcare & Life Sciences; Enterprise; Hands-on; Interactive","https://registration.awsevents.com/flow/awsevents/reinvent2025/event-catalog/page/eventCatalog/session/1753381069368001ltbz"
"IND326","Chalk talk","300","Smart Machines: Maximizing Business Value with Generative AI","Join this interactive chalk talk to explore smart machine architectures that maximize business value from connected machines using IoT, generative AI, and third-party integrations. Through whiteboarding and live demonstrations, you'll explore how to implement generative AI-powered use cases for smart machines, including assisted diagnosis and troubleshooting, machine fleet analysis, automated diagnostic reports, and voice-enabled support. Bring your complex scenarios to collaborate with AWS Industrial IoT and Generative AI experts to create innovative solutions for your specific needs.","Gary Emmerton; Dimitrios Spiliopoulos; Gabriel Verreault","Caesars Forum","Wednesday 16:30 - 17:30","","Generative AI; Agentic AI; Internet of Things; Industry Solutions; Data Engineer; Solution / Systems Architect; Tech Explorer; Energy & Utilities; Manufacturing & Industrial; Telecommunications; Enterprise; Interactive","https://registration.awsevents.com/flow/awsevents/reinvent2025/event-catalog/page/eventCatalog/session/1753381069470001lCe2"
"SMB306","Builders' session","300","Smart Security for SMBs: Combining AWS Tools, MCP, and AI","Transform your SMB's security operations using the power of AWS tools, MCP, and AI-driven automation. This hands-on session demonstrates how small businesses can implement effective security practices without dedicated security teams. Learn to leverage Amazon Q Developer to guide implementation, suggest configurations, and maintain security best practices. Discover practical automation techniques that help your small team achieve enterprise-level security with SMB resources.","Folarin Alamu; Wei Chen; Alexander Medina; Rachel Popo; Jonathan Woods","Caesars Forum","Wednesday 12:00 - 13:00","Amazon Q Developer","Artificial Intelligence; Security & Identity; Cloud Security Specialist; Developer / Engineer; Solution / Systems Architect; Small & Medium Business; Hands-on; Interactive","https://registration.awsevents.com/flow/awsevents/reinvent2025/event-catalog/page/eventCatalog/session/1753399810804001KCoW"
"AIM314","Workshop","300","Smarter agents, better insights: Contextual memory in action","Unlock the full potential of AI agents with Amazon Bedrock AgentCore Memory. This hands-on workshop will guide you through the best practices of implementing short-term and long-term memory, enabling agents to maintain context, recall preferences, and learn from past interactions. You'll learn to structure and manage agent memories. You’ll also use AgentCore Observability  to monitor your agent. By the end of this workshop, you'll have the skills to build and optimize AI agents that not only respond intelligently but also continuously improve through contextual awareness and data-driven insights. Perfect for builders looking to create more sophisticated, adaptive AI experiences.","Dani Mitchell; Akarsha Sehwag","Venetian","Tuesday 12:30 - 14:30","Amazon Bedrock","Generative AI; Machine Learning; Artificial Intelligence; Business Applications; Business Executive; Developer / Engineer; IT Professional / Technical Manager; Financial Services; Software & Internet; Developer Community; Hands-on; Interactive","https://registration.awsevents.com/flow/awsevents/reinvent2025/event-catalog/page/eventCatalog/session/1753399775769001KcRb"
"BIZ211","Breakout session","200","So Energy streamlines customer service with AI-powered automation","Legacy contact center solutions weren’t built for today’s customer expectations. Managing fragmented voice, chat, and email systems creates friction for administrators, agents, and customers alike. Join AWS and So Energy — a UK-based renewable energy provider — to learn how you can modernise ageing customer service experiences by consolidating disjointed channels into a single, unified application with Amazon Connect. Leveraging AI-powered automation and deep CRM integration, learn how So Energy agents gained a single view of the customer journey, enabling them to resolve issues faster and reduce manual effort — while customers enjoy a seamless, consistent experience across every channel.","Hara Gavriliadi; Muhammad Khan","MGM","Monday 13:00 - 14:00","Amazon Connect","Generative AI; Innovation & Transformation; Business Applications; Business Executive; IT Executive; IT Professional / Technical Manager; Energy & Utilities; Lecture-style","https://registration.awsevents.com/flow/awsevents/reinvent2025/event-catalog/page/eventCatalog/session/1753399777390001KQSi"
"PEX110","Lightning talk",,"Solution-based selling strategies in AWS Marketplace","Learn about new selling capabilities in AWS Marketplace. This session explores best practices for selling comprehensive solutions, including real-world patterns, contract structures, and technical considerations. Discover how to maximize your AWS Marketplace presence and streamline customer procurement through effective solution-based strategies.","Vincent Petit","Venetian","Wednesday 12:00 - 12:20","","Business Executive; IT Executive; IT Professional / Technical Manager; Partner Enablement; Lecture-style","https://registration.awsevents.com/flow/awsevents/reinvent2025/event-catalog/page/eventCatalog/session/1753753669256001kY3l"
"ANT416","Workshop","400","Solve complex data and AI governance challenges with Amazon SageMaker Catalog","Learn how to enhance data discovery by automatically enriching data and metadata with business context using generative AI, making it easier to find, understand, and use data. Share data, AI models, prompts, and other generative AI assets with filtering by table and column names or business glossary terms. SageMaker Catalog establishes trust and drives transparency in data pipelines and AI projects with built-in model monitoring to detect bias, track lineage and report on how features contribute to your model predictions. Master the tools and techniques that will transform your approach to data governance, enabling secure, scalable, and AI-ready data solutions.","Poulomi Dasgupta; Nishchai JM","Mandalay Bay","Thursday 15:00 - 17:00","Amazon SageMaker; Amazon SageMaker AI","Analytics; Data Engineer; Data Scientist; Developer / Engineer; Hands-on; Interactive","https://registration.awsevents.com/flow/awsevents/reinvent2025/event-catalog/page/eventCatalog/session/1753399549175001TQoS"
"NET314-R","Chalk talk","300","Solving private IPv4 exhaustion using AWS Cloud WAN and Amazon VPC Lattice [REPEAT]","Enterprises face private IPv4 exhaustion due to limited address planning, architectural shifts, mergers, and IP-hungry technologies like containers. The result - restrictions to cloud scalability and new project deployment. In this session, learn how AWS solutions solve these challenges with a scalable and cost effective approach combining AWS Cloud WAN with service insertion, and Amazon VPC Lattice to centralize private NAT Gateways and AWS PrivateLink. With this setup, discover how to maximize IP space utilization, reduce costs, and simplify network management—offering a durable solution to support evolving infrastructure needs across distributed environments","Mehdi Dahane; Philipp Schaefer","Mandalay Bay","Monday 15:00 - 16:00","Amazon VPC Lattice; AWS Cloud WAN","Networking & Content Delivery; Interactive","https://registration.awsevents.com/flow/awsevents/reinvent2025/event-catalog/page/eventCatalog/session/1753399799858001K7At"
"NET314-R1","Chalk talk","300","Solving private IPv4 exhaustion using AWS Cloud WAN and Amazon VPC Lattice [REPEAT]","Enterprises face private IPv4 exhaustion due to limited address planning, architectural shifts, mergers, and IP-hungry technologies like containers. The result - restrictions to cloud scalability and new project deployment. In this session, learn how AWS solutions solve these challenges with a scalable and cost effective approach combining AWS Cloud WAN with service insertion, and Amazon VPC Lattice to centralize private NAT Gateways and AWS PrivateLink. With this setup, discover how to maximize IP space utilization, reduce costs, and simplify network management—offering a durable solution to support evolving infrastructure needs across distributed environments","Mehdi Dahane; Philipp Schaefer","MGM","Tuesday 11:30 - 12:30","Amazon VPC Lattice; AWS Cloud WAN","Networking & Content Delivery; Interactive","https://registration.awsevents.com/flow/awsevents/reinvent2025/event-catalog/page/eventCatalog/session/1757635135207001fua9"
"API321-R","Code talk","300","Solving the Observability Mystery with AWS Step Functions [REPEAT]","This session explores advanced observability techniques for AWS Step Functions. You'll learn effective patterns combining metrics, tracing, and composite alarms to gain comprehensive insights into your workflow executions. Drawing from real-world enterprise experiences, we'll share practical approaches that have proven effective in maintaining reliability at scale.","Pawan Puthran; Diego Santiviago","Wynn","Wednesday 17:30 - 18:30","AWS Step Functions","Monitoring & Observability; Serverless; Application Integration; DevOps Engineer; IT Professional / Technical Manager; Solution / Systems Architect; Interactive","https://registration.awsevents.com/flow/awsevents/reinvent2025/event-catalog/page/eventCatalog/session/1753399770207001KQC6"
"API321-R1","Code talk","300","Solving the Observability Mystery with AWS Step Functions [REPEAT]","This session explores advanced observability techniques for AWS Step Functions. You'll learn effective patterns combining metrics, tracing, and composite alarms to gain comprehensive insights into your workflow executions. Drawing from real-world enterprise experiences, we'll share practical approaches that have proven effective in maintaining reliability at scale.","Pawan Puthran; Diego Santiviago","Wynn","Monday 17:30 - 18:30","AWS Step Functions","Monitoring & Observability; Serverless; Application Integration; DevOps Engineer; IT Professional / Technical Manager; Solution / Systems Architect; Interactive","https://registration.awsevents.com/flow/awsevents/reinvent2025/event-catalog/page/eventCatalog/session/1757635137198001fAYT"
"DEV314-R","Code talk","300","Spec-driven development with Kiro [REPEAT]","Traditional AI coding assistants often struggle with complex project requirements. This talk introduces Kiro, an AI IDE that implements spec-driven development to address these challenges. Kiro guides users through a comprehensive process from requirements gathering through design and task implementation, all before generating code. Explore how this spec-driven approach establishes clear documentation and audit trails, and learn how your team can use Kiro to transform requirements into well-documented, maintainable code.","Erik Hanchett; Nikhil Swaminathan","MGM","Monday 13:00 - 14:00","","Front-End Web & Mobile; DevOps; Artificial Intelligence; Developer Tools; Developer / Engineer; Solution / Systems Architect; Developer Community; Interactive","https://registration.awsevents.com/flow/awsevents/reinvent2025/event-catalog/page/eventCatalog/session/1753488495186001TcUG"
"DEV314-R1","Code talk","300","Spec-driven development with Kiro [REPEAT]","Traditional AI coding assistants often struggle with complex project requirements. This talk introduces Kiro, an AI IDE that implements spec-driven development to address these challenges. Kiro guides users through a comprehensive process from requirements gathering through design and task implementation, all before generating code. Explore how this spec-driven approach establishes clear documentation and audit trails, and learn how your team can use Kiro to transform requirements into well-documented, maintainable code.","Erik Hanchett; Nikhil Swaminathan","Mandalay Bay","Wednesday 17:30 - 18:30","","Front-End Web & Mobile; DevOps; Artificial Intelligence; Developer Tools; Developer / Engineer; Solution / Systems Architect; Interactive","https://registration.awsevents.com/flow/awsevents/reinvent2025/event-catalog/page/eventCatalog/session/1757635138554001f2a8"
"DVT212","Breakout session","200","Spec-driven development: Shaping the next generation of AI software","When you’re working through a complex feature you need to make tradeoffs between requirements, system design, and implementations details before you deal with the nitty-gritty of writing the code. In this session, learn how spec-driven development can help you go from idea to production without sacrificing any of the crucial development details.","Al Harris; Jay Raval","MGM","Tuesday 15:00 - 16:00","Kiro","Agentic AI; DevOps; Artificial Intelligence; Developer Tools; Developer / Engineer; DevOps Engineer; Lecture-style","https://registration.awsevents.com/flow/awsevents/reinvent2025/event-catalog/page/eventCatalog/session/1753399785728001KsH8"
"CMP344","Chalk talk","300","Speed up Apple application builds with CI/CD pipelines using EC2 Mac","In this session, learn how to streamline your CI/CD pipelines using Amazon EC2 Mac instances and cloud-based runners. We'll show how to create consistent, repeatable macOS build environments and integrate with tools like AWS CodeBuild, Bitrise, GitHub Actions, GitLab, or CircleCI. You'll hear firsthand from a customer how to reduce testing time and increase release velocity with parallel builds and flexible orchestration. Whether you build for iOS, macOS, visionOS, or other Apple platforms, this session helps you modernize CI/CD and ship faster with confidence.","Vishal Mummigatti; Sebastien Stormacq","Mandalay Bay","Wednesday 13:00 - 14:00","Amazon Elastic Compute Cloud (Amazon EC2)","Compute; DevOps Engineer; IT Executive; Solution / Systems Architect; Interactive","https://registration.awsevents.com/flow/awsevents/reinvent2025/event-catalog/page/eventCatalog/session/1753381060502001lAPp"
"NTA319","Breakout session","300","Spreetail's AI Value Journey","Explore how Spreetail is transforming business operations through AI adoption, delivering over $50M in annual value across the enterprise. This executive session reveals our pragmatic approach to implementing AI solutions in merchandising, supply chain, and customer experience. Learn how we prioritize use cases, manage implementation risks, and build internal AI capabilities while ensuring ROI. We'll share our framework for measuring AI success, governance, and key insights from both wins and setbacks. Discover how we navigate vendor selection, data readiness, and change management to achieve measurable business outcomes. Perfect for leaders looking to move beyond AI pilots to enterprise-wide value creation.","Sriharsh (Sri) Adari","Caesars Forum","Tuesday 13:30 - 14:30","Amazon Bedrock; Amazon SageMaker; AWS Glue; Amazon SageMaker AI","Generative AI; Machine Learning; Artificial Intelligence; Industry Solutions; Retail & Consumer Goods; New to AWS; Lecture-style","https://registration.awsevents.com/flow/awsevents/reinvent2025/event-catalog/page/eventCatalog/session/1753399801028001Kq6G"
"DAT416","Workshop","400","SQL Server migration & modernization powered by generative AI","In this workshop, discover a comprehensive migration and modernization experience that guides you through the process of migrating your SQL Server database and application-associated embedded SQL code to PostgreSQL. The workshop uniquely incorporates Amazon Q Developer, an AWS generative AI augmented solution, to help alleviate labor-intensive tasks and accelerate the database migration process. You will gain practical migration and modernization experience with live applications while learning how to transform their database systems to Aurora PostgreSQL Serverless v2. While the workshop targets Aurora PostgreSQL, the mechanisms also broadly apply to migrating other commercial relational databases to open source relational databases.","David Gardner; Ryan Shevchik; John Winford","MGM","Wednesday 15:30 - 17:30","Amazon Aurora; Amazon Relational Database Service (Amazon RDS); Amazon Q Developer","Generative AI; Open Data; Innovation & Transformation; Artificial Intelligence; Databases; Migration & Modernization; Developer / Engineer; IT Professional / Technical Manager; Solution / Systems Architect; Hands-on; Interactive","https://registration.awsevents.com/flow/awsevents/reinvent2025/event-catalog/page/eventCatalog/session/1753381048060001l8dx"
"DEV309-R1","Code talk","300","Start building with Q Developer CLI: Serverless full-stack in action [REPEAT]","Get hands-on with Amazon Q Developer CLI and learn how to build a serverless full-stack application from the ground up. This code-focused session is designed for builders new to AI coding assistants. Use natural language prompts to scaffold a web app, connect it to a serverless backend, and automate development tasks in your terminal. Watch real-time demos of multi-step workflows, context-aware suggestions, and live code edits that speed up how you build. You�ll leave with the skills and confidence to start building AI-assisted applications using AWS-native tools.","Shridhar Pandey","Wynn","Monday 09:00 - 10:00","","Serverless; Developer Tools; Serverless & Containers; Developer / Engineer; Student; Tech Explorer; Interactive","https://registration.awsevents.com/flow/awsevents/reinvent2025/event-catalog/page/eventCatalog/session/1757635138387001fcBu"
"DEV309-R","Code talk","300","Start building with Q Developer CLI: Serverless full-stack in action [REPEAT]","Get hands-on with Amazon Q Developer CLI and learn how to build a serverless full-stack application from the ground up. This code-focused session is designed for builders new to AI coding assistants. Use natural language prompts to scaffold a web app, connect it to a serverless backend, and automate development tasks in your terminal. Watch real-time demos of multi-step workflows, context-aware suggestions, and live code edits that speed up how you build. You�ll leave with the skills and confidence to start building AI-assisted applications using AWS-native tools.","Gunnar Grosch; Shridhar Pandey",,,"","Serverless; Developer Tools; Serverless & Containers; Developer / Engineer; Student; Tech Explorer; Developer Community; Interactive","https://registration.awsevents.com/flow/awsevents/reinvent2025/event-catalog/page/eventCatalog/session/1753381049125001lrDM"
